REV_NUMBER,REV_ALPHABET,CABLE_SIZE,PROCURED_BY,CABLE_TAG,START_EQPT,END_EQPT,LENGTH_SRRL,NO_OF_RUNS,TOTAL_DESIGN_LENGTH,CABLE_ROUTE,TIMESTAMP,LENGTH_VARIANCE
66,A,2X2.5,Unknown,B2-DB6-P-04,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(04Z2-EL-2),WARD RM(DINNING),DECK-04",60.0,1.0,60.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 03-44-C-D-03-(400X200), 151_L45C-C-03, 151_L45B-C-03, 04-44-C-D-03-(400X200), 161_L45C-C-06, 161_L45C-C-05, 04-44-C-B-01-(250X150), 161_L20B-C-01, 161_L30B-C-05, 161_L30B-C-04, 161_L30B-C-03, 161_L30B-C-02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-05,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(04Z2-EL-6),STAIRS,DECK-04",65.0,1.0,65.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 03-44-C-D-03-(400X200), 151_L45C-C-03, 151_L45B-C-03, 04-44-C-D-03-(400X200), 161_L45C-C-06, 161_L45C-C-05, 04-44-C-B-01-(250X150), 161_L20B-C-02, 161_L20B-C-03, 161_L20B-C-04, 161_L20B-C-05, 161_L20B-C-06, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-06,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(03Z2-EL-2),PASSAGE-5,DECK-03",65.0,1.0,65.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 03-44-C-D-03-(400X200), 151_L45C-C-03, 151_L45B-C-03, 03-43-C-B-01-(250X200), 153_L20B-C-03, 153_L20B-C-02, 153_L20B-C-01, 150_L20D-C-01, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-07,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(03Z2-EL-9),PASSAGE-6,DECK-03",65.0,1.0,65.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 03-44-C-D-03-(400X200), 151_L45C-C-03, 151_L45B-C-03, 03-43-C-B-01-(250X200), 153_L20B-C-03, 153_L20B-C-04, 153_L20B-C-05, 153_L20B-C-06, 152_L20D-C-01, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-08,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(02Z2-EL-1),PASSAGE-8,DECK-02",73.0,1.0,73.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 02-43-C-B-01-(250X200), 143_L20D-C-01, 143_L20C-C-01, 143_L20B-C-01, 143_L20B-C-26, 143_L20B-C-24, 143_L20B-C-22, 143_L20B-C-20, 143_L20B-C-18, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-09,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(02Z3-EL-10),PASSAGE-7,DECK-02",85.0,1.0,85.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 02-44-C-D-03-(400X200), 143_L45C-C-06, 143_L45C-C-05, 02-43-C-B-01-(250X200), 143_L20D-C-01, 143_L20C-C-01, 143_L20B-C-01, 143_L20B-C-27, 143_L20B-C-28, 143_L20B-C-29, 143_L20B-C-30, 143_L20B-C-31, 143_L20B-C-32, 02-53-C-B-01-(250X150), 140_L20C-C-01, 140_L20B-C-01, 140_L20B-C-03, 140_L20B-C-05, 140_L20B-C-11, 140_L20B-C-06, 140_L20B-C-08, 140_L20B-C-09, 139_L20B-C-01, 139_L20B-C-02, 139_L20B-C-03, 139_L20B-C-04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-10,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(01Z1-EL-2),PASSAGE-13,DECK-01",75.0,1.0,75.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 01-43-C-B-01-(250X200), 132_L30B-C-01, 132_L30B-C-02, 132_L30B-C-02, 132_L30D-C-01, 132_L20B-C-01, 132_L20B-C-02, 01-33-C-B-01-(250X150), 133_L20B-C-04, 133_L20B-C-03, 133_L20B-C-02, 133_L20B-C-01, 01-25-C-G-01-(250X150), 133_L20B-C-06, 01-23-C-G-01-(250X150), 133_L20B-C-05, 01-21-C-B-01-(100X150), 134_L20C-C-02, 134_L20C-C-01, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-11,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(01Z3-EL-10),PASSAGE-10,DECK-01",80.0,1.0,80.0,"107_E10A-C-01, 107_E10A-C-02, 107_L45B-CC-08, 10-91-C-G-1, 107_L45B-CC-07, 10-89-C-G-1, 107_L45B-CC-06, 10-87-C-G-1, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 01-44-C-D-03-(400X200), 132_L45C-C-06, 132_L45C-C-05, 01-43-C-B-01-(250X200), 132_L30B-C-01, 132_L30B-C-02, 132_L20D-C-01, 130_L20B-C-01, 130_L20B-C-02, 130_L20B-C-03, 130_L20B-C-04, 130_L20B-C-05, 130_L20B-C-10, 01-53-C-B-01-(250X150), 130_L20B-C-09, 130_L20B-C-08, 130_L20B-C-07, 130_L20B-C-06, 127_L20B-C-01, 127_L20B-C-02, 127_L20B-C-03, 127_L20B-C-04, 127_L20B-C-05, 127_SCH20-C-07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB6-P-12,"24V DC DB-6,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(01Z3-EL-21),EXPOSED DECK,DECK-01",35.0,1.0,35.0,"10-92-C-B-1(100X100), 109_L45B-C-02, 109_L45B-C-03, 109_SCH45-C-09, 109_SCH45-C-10, 109_L45D-C-01, 10-102-C-B-02-(325X250), 108_SCH45-C-01, 109_L45B-C-04, 01-103-C-D-01-(325X250), 125_L45B-C-04, 125_L45B-C-03, 125_L30C-C-01, 125_L45B-C-02, 125_L45B-C-01, 125_L65C-C-13, 125_L65C-C-12, 125_L65C-C-11, 123_L65C-C-03, 123_SCH65-C-04, 123_SCH65-C-03, 125_L65C-C-09, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-01,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(10Z1-EL-2),PASSAGE-18,DECK-10",95.0,1.0,95.0,"106_L30B-C-04, 106_L30B-C-03, 10-125-C-B-01-(250X200), 105_L30C-C-02, 105_L30C-C-01, 105_L30B-C-09, 105_L30B-C-08, 105_L30B-C-07, 105_L30B-C-03, 10-127-C-B-01-(250X200), 107_L45B-CC-25, 10-126-C-G-1, 107_L45B-CC-24, 10-124-C-G-1, 107_L45B-CC-23, 107_L45B-CC-52, 10-120-C-G-1, 107_L45B-CC-53, 10-119-C-G-1, 107_L45D-CC-02, 10-118-C-G-1, 107_L45B-CC-60, 107_L45B-CC-59, 107_L45B-CC-58, 107_L45B-CC-10, 10-110-C-G-1, 107_L45B-CC-18, 10-108-C-G-1, 107_L45B-CC-17, 10-10C-P-G-1, 10-105-C-G-1, 107_L45B-CC-15, 107_L45B-CC-14, 107_L45B-CC-13, 107_L45B-CC-12, 107_L45B-CC-11, 107_L45B-CC-09, 107_L45B-CC-08, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-SCH20-C-11, 117-L20D-C-02, 117-L20D-C-01, 117-L20B-C-03, 117-L20B-C-02, 117-L20B-C-01, 10-33-C-B-01-(200X150), 118-L20B-C-06, 118-L20B-C-05, 118-L20B-C-03, 118-L20B-C-01, 10-21-C-B-01-(250X150), 119_L20B-C-05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-02,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(10Z3-EL-11),ROV CONTROL ROOM,DECK-10",70.0,1.0,70.0,"106_L30B-C-04, 106_L30B-C-03, 10-125-C-B-01-(250X200), 105_L30C-C-02, 105_L30C-C-01, 105_L30B-C-09, 105_L30B-C-08, 105_L30B-C-07, 105_L30B-C-03, 10-127-C-B-01-(250X200), 107_L45B-CC-25, 10-126-C-G-1, 107_L45B-CC-24, 10-124-C-G-1, 107_L45B-CC-23, 107_L45B-CC-52, 10-120-C-G-1, 107_L45B-CC-53, 10-119-C-G-1, 107_L45D-CC-02, 10-118-C-G-1, 107_L45B-CC-60, 107_L45B-CC-59, 107_L45B-CC-58, 107_L45B-CC-10, 10-110-C-G-1, 107_L45B-CC-18, 10-108-C-G-1, 107_L45B-CC-17, 10-10C-P-G-1, 10-105-C-G-1, 107_L45B-CC-15, 107_L45B-CC-14, 107_L45B-CC-13, 107_L45B-CC-12, 107_L45B-CC-11, 107_L45B-CC-09, 107_L45B-CC-08, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-03,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(10Z3-EL-18),PASSAGE-14,DECK-10",15.0,1.0,15.0,LOCAL ROUTE,2023-12-14 18:26:13,0.0
66,A,2X2.5,Unknown,B2-DB7-P-04,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(20Z2-EL-3),REF PLANT,DECK-20",115.0,1.0,115.0,"106_L30B-C-04, 106_L30B-C-03, 10-125-C-B-01-(250X200), 105_L30C-C-02, 105_L30C-C-01, 105_L30B-C-09, 105_L30B-C-08, 105_L30B-C-07, 105_L30B-C-03, 10-127-C-B-01-(250X200), 107_L45B-CC-25, 10-126-C-G-1, 107_L45B-CC-24, 10-124-C-G-1, 107_L45B-CC-23, 107_L45B-CC-52, 10-120-C-G-1, 107_L45B-CC-53, 10-119-C-G-1, 107_L45D-CC-02, 10-118-C-G-1, 107_L45B-CC-60, 107_L45B-CC-59, 107_L45B-CC-58, 107_L45B-CC-10, 10-110-C-G-1, 107_L45B-CC-18, 10-108-C-G-1, 107_L45B-CC-17, 10-10C-P-G-1, 10-105-C-G-1, 107_L45B-CC-15, 107_L45B-CC-14, 107_L45B-CC-13, 107_L45B-CC-12, 107_L45B-CC-11, 107_L45B-CC-09, 107_L45B-CC-08, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-SCH20-C-11, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 117_L45C-C-06, 10-44-C-D-03-(400X200), 095_L65C-C-08, 095_L65C-C-09, 095_L65C-C-10, 095_L30B-C-11, 20-46-C-G-01-(400X200), 095_L30C-C-04, 095_L45B-C-04, 095_L45B-C-05, 095_L45B-C-06, 20-41-P-B-6-(325x250), 096_L45B-CC-03, 096_L45B-CC-02, 096_L45B-CC-01, 20-33-C-B-2-(400X250), 097_L45B-C-10, 097_L45B-C-09, 097_L45B-C-08, 097_L45B-C-07, 097_L45B-C-11, 097_L45B-C-12, , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-05,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(20Z2-EL-7),FWD MSB ROOM,DECK-20",85.0,1.0,85.0,"106_L30B-C-04, 106_L30B-C-03, 10-125-C-B-01-(250X200), 105_L30C-C-02, 105_L30C-C-01, 105_L30B-C-09, 105_L30B-C-08, 105_L30B-C-07, 105_L30B-C-03, 10-127-C-B-01-(250X200), 107_L45B-CC-25, 10-126-C-G-1, 107_L45B-CC-24, 10-124-C-G-1, 107_L45B-CC-23, 107_L45B-CC-52, 10-120-C-G-1, 107_L45B-CC-53, 10-119-C-G-1, 107_L45D-CC-02, 10-118-C-G-1, 107_L45B-CC-60, 107_L45B-CC-59, 107_L45B-CC-58, 107_L45B-CC-10, 10-110-C-G-1, 107_L45B-CC-18, 10-108-C-G-1, 107_L45B-CC-17, 10-10C-P-G-1, 10-105-C-G-1, 107_L45B-CC-15, 107_L45B-CC-14, 107_L45B-CC-13, 107_L45B-CC-12, 107_L45B-CC-11, 107_L45B-CC-09, 107_L45B-CC-08, 107_L45B-CC-05, 10-85-C-G-1, 10-84-C-G-1, 107_L45B-C-04, 10-82-C-G-1, 107_L45B-C-03, 10-80-C-G-1, 107_L45B-C-02, 10-78-C-G-1, 107_L45B-C-01, 10-76-C-B-01-(205X200), 112_L20D-C-06A, 112_L20D-C-05A, 112_L20D-C-04A, 112_L20D-C-03A, 112_L20D-C-02A, 112_L20D-C-01A, 114-L20D-C-03, 114-L20D-C-02, 114-L20D-C-01, 114-L20B-C-01, 114-L20D-C-04, 10-53-C-B-01-(200X200), 117-L20B-C-05, 117-L20B-C-04, 10-48-C-B-01-(200X200), 117-L20C-C-02, 117-L20C-C-01, 117-SCH20-C-11, 117-L20D-C-02, 117_L20B-C-06, 10-43-C-B-01-(250X200), 117_L45C-C-05, 117_L45C-C-06, 10-44-C-D-03-(400X200), LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-06,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(40Z3-EL-11),MOON POOL AREA-2,DECK-40",45.0,1.0,45.0,"10-126-C-D-01-(250X200), 085_L20C-C-01, 085_L20C-C-02, 085_L20B-C-01, 085_L45B-C-12, 20-124-C-G-2, 085_L45B-C-14, 20-122-C-G-2, 085_L45B-C-13, 20-120-C-G-1, 085_L45B-C-15, 20-118-C-G-1, 085_L45B-C-16, 20-116-C-G-2., 085_L45B-C-17, 20-114-C-G-2., 085_L45B-C-18, 085_L45B-C-19, 085_L45B-C-21, 20-106-C-G-2, 20-105-C-B-1-(400x200), 087_L75B-CC-11, 087_L75B-CC-36, 087_L75B-CC-33, 087_L75B-CC-32, 087_L75B-CC-31, 087_L75B-CC-30, 087_L75B-CC-38, 087_L75B-CC-25, 087_L75B-CC-24, 087_L75B-CC-23, 087_L75B-CC-22, 087_SCH75-CC-59, 20-84-C-B-2(325X250), 087_L45B-C-04, 20-84-C-B-7-(325x250), 090_L30C-C-02, 090_L30C-C-01, 20-84-C-D-1(250X200), 061_L30C-C-03, 061_L30C-C-02, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-07,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(20Z3-EL-24),FWD PROP ROOM,DECK-20",25.0,1.0,25.0,"10-126-C-D-01-(250X200), 085_L20C-C-01, 085_L20C-C-02, 085_L20B-C-01, 085_L45B-C-12, 20-124-C-G-2, 085_L45B-C-14, 20-122-C-G-2, 085_L45B-C-13, 20-120-C-G-1, 085_L45B-C-15, 20-118-C-G-1, 085_L45B-C-16, 20-116-C-G-2., 085_L45B-C-17, 20-114-C-G-2., 085_L45B-C-18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
66,A,2X2.5,Unknown,B2-DB7-P-08,"24V DC DB-7,PASSAGE-14,DECK-10","24V EMERGENCY LIGHT(20Z4-EL-27),AFT PROP.ROOM,DECK-20",25.0,1.0,25.0,"10-126-C-D-01-(250X200), 085_L20C-C-01, 085_L20C-C-02, 085_L20B-C-01, 085_L45B-C-12, 20-126-C-B-2-(400x200), 083_L45B-C-21, 20-128-C-G-2., 083_L45B-C-20, 20-130-C-G-2., 083_L45B-C-19, 20-132-C-G-2., 083_L45B-C-18, LOCAL ROUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
